---
source: R[v4.3.1]::data.table[v1.14.8]::fwrite
creation_time_utc: 2023-09-17 13:06:40
schema:
  fields:
  - name: CL
    type: character
  - name: SC
    type: factor
  - name: PGAs
    type: numeric
  - name: Da
    type: numeric
  - name: kmax
    type: numeric
  - name: kh
    type: numeric
  - name: LnA
    type: numeric
  - name: LnV
    type: numeric
  - name: LnK
    type: numeric
  - name: LnD
    type: numeric
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
CL,SC,PGAs,Da,kmax,kh,LnA,LnV,LnK,LnD
model(Da=5 mm),C,0.480809909529718,5,3831.499,0.807,-0.732283285470792,6.19459250340675,-0.791748697260512,1.6094379124341
model(Da=5 mm),C,0.284481891832405,5,1497.6298,0.533,-1.25708567653668,4.73563930588697,-1.37455495547528,1.6094379124341
model(Da=5 mm),C,0.311265088150782,5,1504.2309,0.489,-1.16711035639169,4.97187246417392,-1.27463509886245,1.6094379124341
model(Da=5 mm),D,0.0364204142531808,5,206.8699,0.575,-3.31262583041511,4.05801060202309,-3.65728400947017,1.6094379124341
model(Da=5 mm),C,0.0797313764340621,5,449.5379,0.571,-2.52909208892602,4.4086483921766,-2.78715007746806,1.6094379124341
model(Da=5 mm),C,0.11705858190716,5,612.9771,0.53,-2.14508076943164,4.66119965042317,-2.36069584624384,1.6094379124341
model(Da=5 mm),C,0.100055098036987,5,586.4026,0.593,-2.30203426435813,4.65512555601565,-2.53499665098303,1.6094379124341
model(Da=5 mm),D,0.0552036866875053,5,508.608,0.933,-2.89672554011217,5.02987479660789,-3.1954162739029,1.6094379124341
model(Da=5 mm),D,0.00862151250769714,5,48.7302,0.572,-4.75349474476864,3.30814454596951,-5.25740518812336,1.6094379124341
model(Da=5 mm),D,0.0776468559197391,5,538.175,0.702,-2.55558422061623,5.1881673902147,-2.81657025619694,1.6094379124341
model(Da=5 mm),D,0.342520082345088,5,2355.446,0.696,-1.0714249884146,5.4502631584938,-1.16837409047914,1.6094379124341
model(Da=5 mm),B,0.0243912976895777,5,126.5073,0.525,-3.71352886236494,3.83119533699392,-4.10249691233651,1.6094379124341
model(Da=5 mm),D,0.227790807203907,5,1431.3966,0.636,-1.47932758346328,5.32243774320879,-1.62136018426118,1.6094379124341
model(Da=5 mm),D,0.0198267945377536,5,116.4543,0.594,-3.92072099662951,3.72760847543644,-4.33258898996027,1.6094379124341
model(Da=5 mm),D,0.043565438052564,5,269.8436,0.627,-3.13349114820049,4.07921407640969,-3.45835043821499,1.6094379124341
model(Da=5 mm),D,0.181030031878285,5,1623.8632,0.908,-1.70909233950037,5.64064762754295,-1.87651972624351,1.6094379124341
model(Da=5 mm),D,0.244971420658621,5,1446.8137,0.598,-1.40661372561457,5.31003897028281,-1.54060961579083,1.6094379124341
model(Da=5 mm),E,0.0309448561031489,5,194.8573,0.637,-3.47554849388568,4.1134428436157,-3.83821372604943,1.6094379124341
model(Da=5 mm),D,0.131176881260646,5,754.0908,0.582,-2.03120862790255,5.55504742888371,-2.23423796828966,1.6094379124341
model(Da=5 mm),C,0.0425809471171271,5,224.0319,0.533,-3.15634837652493,4.16365711404793,-3.48373396530959,1.6094379124341
model(Da=5 mm),C,0.119556377012479,5,823.3497,0.697,-2.12396724469801,4.94911355239181,-2.3372487458548,1.6094379124341
model(Da=5 mm),D,0.0390300464867851,5,236.1226,0.612,-3.24342350673767,4.41107847886272,-3.58043308803992,1.6094379124341
model(Da=5 mm),D,0.0864749849259559,5,580.8005,0.68,-2.44790009847571,4.97399530616499,-2.69698432945146,1.6094379124341
model(Da=5 mm),C,0.184237994434462,5,1758.9586,0.966,-1.69152690914304,5.44211171415281,-1.85701287392202,1.6094379124341
model(Da=5 mm),D,0.133682132542725,5,697.3905,0.528,-2.01229044222854,4.15956693890399,-2.21322884715649,1.6094379124341
model(Da=5 mm),D,0.240589916588915,5,1463.5598,0.616,-1.42466138575904,5.13595335937414,-1.56065199642285,1.6094379124341
model(Da=5 mm),D,0.0472925950476076,5,272.1667,0.582,-3.05140154864464,4.09256150253855,-3.36718787270472,1.6094379124341
model(Da=5 mm),D,0.0323232676294261,5,216.8684,0.679,-3.43196794804414,4.56613274757501,-3.78981643349655,1.6094379124341
model(Da=5 mm),C,0.493377964765194,5,3315.3498,0.68,-0.706479735865533,5.44697835736297,-0.763093206260258,1.6094379124341
model(Da=5 mm),D,0.15571986054127,5,995.676,0.647,-1.85969665181394,5.43777630128465,-2.04376960395884,1.6094379124341
model(Da=5 mm),C,0.0617906767257533,5,354.4635,0.581,-2.78400278794214,4.80722035105733,-3.07023482174821,1.6094379124341
model(Da=5 mm),D,0.0765746400535744,5,448.3642,0.593,-2.56948932684797,4.3597306270137,-2.83201222649083,1.6094379124341
model(Da=5 mm),D,0.192161244325501,5,991.5211,0.522,-1.64942044520566,4.90310633915659,-1.81025258640856,1.6094379124341
model(Da=5 mm),B,0.0599630105974966,5,297.7864,0.503,-2.81402739690988,4.32691092038157,-3.10357790536357,1.6094379124341
model(Da=5 mm),B,0.0540668674308938,5,283.7024,0.531,-2.91753371270406,4.0680236640747,-3.21852427305651,1.6094379124341
model(Da=5 mm),D,0.103241689182608,5,591.585,0.58,-2.2706825425588,4.8982038763795,-2.5001797751808,1.6094379124341
model(Da=5 mm),C,0.0857375768936402,5,535.8355,0.633,-2.45646407930753,5.01086071932333,-2.70649484561713,1.6094379124341
model(Da=5 mm),C,0.0842576269302742,5,506.295,0.608,-2.47387618648472,5.13948913843748,-2.72583142868978,1.6094379124341
model(Da=5 mm),D,0.456235360390944,5,2543.7271,0.564,-0.784746461414597,5.23973627214222,-0.850010374010443,1.6094379124341
model(Da=5 mm),D,0.0538739267982692,5,272.9782,0.513,-2.92110865097438,3.71729291273874,-3.22249433194371,1.6094379124341
model(Da=5 mm),D,0.0311585348494378,5,181.8085,0.591,-3.46866707932135,4.26633731081379,-3.83057174205367,1.6094379124341
model(Da=5 mm),D,0.3355599379307,5,2643.0374,0.797,-1.09195468597635,6.69929337792241,-1.19117283610593,1.6094379124341
model(Da=5 mm),D,0.111839801624688,5,804.6576,0.728,-2.19068777424027,4.69301014253635,-2.41134357246116,1.6094379124341
model(Da=5 mm),D,0.107406180601114,5,631.7767,0.595,-2.23113755106676,5.09353391686687,-2.45626406725919,1.6094379124341
model(Da=5 mm),C,0.316309576042897,5,2281.1342,0.73,-1.15103387393787,5.5104823618385,-1.25678176064663,1.6094379124341
model(Da=5 mm),D,0.029157710938329,5,169.7351,0.589,-3.53503587498027,3.8226187722816,-3.9042759593337,1.6094379124341
model(Da=5 mm),D,0.11050249334718,5,1024.1186,0.938,-2.20271719405102,5.7051929720702,-2.42470254579617,1.6094379124341
model(Da=5 mm),E,0.0723734192653992,5,427.7319,0.598,-2.62591618422008,4.39025496783454,-2.89467567118487,1.6094379124341
model(Da=5 mm),E,0.0547876909571096,5,318.4129,0.588,-2.90428972782946,4.12966337043951,-3.20381649466218,1.6094379124341
model(Da=5 mm),D,0.377657303977456,5,2986.7293,0.8,-0.973768097810061,5.89751893634792,-1.05992365661864,1.6094379124341
model(Da=5 mm),E,0.0858066143305406,5,456.4455,0.538,-2.45565918535997,4.81808686683404,-2.70560099063891,1.6094379124341
model(Da=5 mm),D,0.0448180373670137,5,257.0283,0.58,-3.10514460079139,4.31676142565666,-3.42687088417704,1.6094379124341
model(Da=5 mm),D,0.147084626751111,5,985.3411,0.678,-1.91674716566615,5.27430737538271,-2.10712563486393,1.6094379124341
model(Da=5 mm),D,0.0320389415659891,5,269.0306,0.85,-3.44080319209702,4.88113105520799,-3.79962819429363,1.6094379124341
model(Da=5 mm),C,0.125311807382645,5,992.2147,0.801,-2.07695018861756,5.39728126288451,-2.28503512222617,1.6094379124341
model(Da=5 mm),D,0.0508736827669902,5,248.8712,0.495,-2.9784095271125,4.17960823636325,-3.28612839646591,1.6094379124341
model(Da=5 mm),D,0.0924690035273957,5,548.174,0.6,-2.38088178762243,4.90734595309849,-2.62255880920765,1.6094379124341
model(Da=5 mm),D,0.174570713683278,5,1407.3161,0.816,-1.74542538341827,6.03552189049859,-1.91686848557812,1.6094379124341
model(Da=5 mm),C,0.229602337746211,5,1757.2871,0.775,-1.47140643276708,5.43356784590807,-1.61256354713339,1.6094379124341
model(Da=5 mm),D,0.228678603213072,5,1068.1919,0.473,-1.47543774064651,5.51574077731804,-1.61704041595281,1.6094379124341
model(Da=5 mm),C,0.208129564655833,5,1458.5132,0.709,-1.56959448620766,6.31613898884882,-1.72160385068625,1.6094379124341
model(Da=5 mm),D,0.0503492151987647,5,220.2221,0.443,-2.98877224685534,3.80297722102631,-3.29763645744479,1.6094379124341
model(Da=5 mm),E,0.0169755460967429,5,98.6627,0.588,-4.07598143540725,3.95089206471288,-4.5050096132525,1.6094379124341
model(Da=5 mm),D,0.20770487809163,5,1143.3544,0.557,-1.57163706213788,5.22988132876799,-1.72387218264373,1.6094379124341
model(Da=5 mm),C,0.0610449878983458,5,356.5662,0.591,-2.79614418010287,5.00556038522683,-3.08371814319485,1.6094379124341
model(Da=5 mm),C,0.0295335684925405,5,158.2079,0.542,-3.52222774756954,4.1446922919405,-3.89005221161825,1.6094379124341
model(Da=5 mm),D,0.277909279408551,5,1806.9542,0.658,-1.28046055161249,5.13165331254136,-1.40051334231018,1.6094379124341
model(Da=5 mm),E,0.0207065499521857,5,133.9359,0.655,-3.87730520595105,4.25039061579805,-4.28437466216088,1.6094379124341
model(Da=5 mm),C,0.0791715062056558,5,495.9099,0.634,-2.53613881502517,4.51147069671436,-2.79497564408213,1.6094379124341
model(Da=5 mm),E,0.123794365646982,5,870.9976,0.712,-2.08913343150415,5.03431263161736,-2.29856491995676,1.6094379124341
model(Da=5 mm),D,0.100732648389921,5,612.1122,0.615,-2.29528531740533,4.8326491884722,-2.52750177560249,1.6094379124341
model(Da=5 mm),D,0.0533074593645728,5,390.2456,0.741,-2.93167900704767,4.84293642731148,-3.23423297829127,1.6094379124341
model(Da=5 mm),C,0.0188301981461055,5,116.6062,0.627,-3.97229341347383,3.77869487818087,-4.38986145632057,1.6094379124341
model(Da=5 mm),C,0.0837091669435997,5,461.2827,0.558,-2.48040678605483,4.87071459695031,-2.73308382380869,1.6094379124341
model(Da=5 mm),D,0.381687911665095,5,2493.2207,0.661,-0.963151989459735,5.20444697908338,-1.04813420121641,1.6094379124341
model(Da=5 mm),D,0.0629240744589757,5,385.6692,0.62,-2.76582644670658,5.15434106273446,-3.0500495375272,1.6094379124341
model(Da=5 mm),D,0.070697044354894,5,448.0323,0.641,-2.64935151240053,4.95187459572853,-2.92070119271334,1.6094379124341
model(Da=5 mm),D,0.146967827704633,5,782.3592,0.539,-1.91754157530871,4.63233381381791,-2.10800784675769,1.6094379124341
model(Da=5 mm),D,0.210553749531516,5,2793.9657,1.343,-1.5580143162615,5.82255668752844,-1.70874378062806,1.6094379124341
model(Da=5 mm),D,0.154609036069119,5,856.2257,0.561,-1.86685569648303,4.95348444859114,-2.05171990317053,1.6094379124341
model(Da=5 mm),D,0.106391473567663,5,692.0652,0.658,-2.24062984092789,4.66178418679537,-2.46680549395624,1.6094379124341
model(Da=5 mm),D,0.0209186416947154,5,102.1788,0.494,-3.86711457044425,3.69550350721168,-4.2730577050554,1.6094379124341
model(Da=5 mm),D,0.00544333956290301,5,27.8635,0.518,-5.21336251622829,2.71171850464617,-5.76809991764549,1.6094379124341
model(Da=5 mm),B,0.151912612304334,5,1392.738,0.928,-1.88444984251562,5.44574241446188,-2.07125864497183,1.6094379124341
model(Da=5 mm),E,0.0939414835177031,5,698.2553,0.752,-2.36508320632464,5.13525599248846,-2.60501408721703,1.6094379124341
model(Da=5 mm),D,0.0732508560551528,5,456.8734,0.631,-2.61386534439349,4.91591438401694,-2.88129291038338,1.6094379124341
model(Da=5 mm),D,0.116063716717869,5,735.7614,0.642,-2.15361595662535,4.72674107746635,-2.37017438635,1.6094379124341
model(Da=5 mm),C,0.39557986761745,5,2679.6872,0.686,-0.927402571283234,6.06374927854993,-1.00843357295044,1.6094379124341
model(Da=5 mm),CD,0.306139938634433,5,2050.2486,0.678,-1.18371296576795,6.24127637868264,-1.29307271426189,1.6094379124341
model(Da=5 mm),CD,0.167890395628506,5,1308.9212,0.789,-1.7844439194621,5.43747086853375,-1.96019955147996,1.6094379124341
model(Da=5 mm),C,0.157669195571798,5,910.2337,0.584,-1.84725613971952,4.72247171931272,-2.02995410230059,1.6094379124341
model(Da=5 mm),C,0.175852074590694,5,1612.3486,0.928,-1.73811212262992,5.90093262627663,-1.90874692548624,1.6094379124341
model(Da=5 mm),D,0.234853538275868,5,1429.2202,0.616,-1.44879320051291,4.93128103904355,-1.58745098381326,1.6094379124341
model(Da=5 mm),D,0.0108264335343158,5,68.4761,0.64,-4.5257645857491,3.36502915841729,-5.00450511731523,1.6094379124341
model(Da=5 mm),B,0.128793178998417,5,887.9967,0.698,-2.04954742480104,4.90827833293941,-2.2546036636114,1.6094379124341
model(Da=5 mm),D,0.346438012505776,5,2544.9679,0.744,-1.06005137244322,6.2720124504585,-1.15574340380641,1.6094379124341
model(Da=5 mm),D,0.175462101592809,5,1358.0272,0.783,-1.74033220473589,5.32801735038224,-1.91121238251756,1.6094379124341
model(Da=5 mm),B,0.00523578592915766,5,31.9684,0.618,-5.25223831619395,2.95824720030853,-5.81127247154157,1.6094379124341
model(Da=5 mm),D,0.352736361174614,5,2404.9886,0.69,-1.04203435327844,5.92786705473832,-1.13573505075321,1.6094379124341
model(Da=5 mm),E,0.056611992242485,5,322.6966,0.577,-2.87153443914007,4.21371108711484,-3.16744092251771,1.6094379124341
model(Da=5 mm),B,0.041554959036551,5,248.5722,0.605,-3.18073841374226,4.18347253998316,-3.51081971524202,1.6094379124341
model(Da=5 mm),D,0.158945856965272,5,1186.3533,0.755,-1.83919165698376,5.4782240800268,-2.02099829133693,1.6094379124341
model(Da=5 mm),D,0.031126106694948,5,174.4786,0.567,-3.46970836836519,4.01373819996349,-3.83172811973352,1.6094379124341
model(Da=5 mm),D,0.506878219368608,5,2854.7157,0.57,-0.679484502727237,6.20982154898394,-0.733114320716289,1.6094379124341
model(Da=5 mm),D,0.264109916925817,5,1572.6083,0.603,-1.33138991049453,5.38531243319111,-1.45707167662538,1.6094379124341
model(Da=5 mm),D,0.294644248792462,5,2329.0185,0.8,-1.22198658666535,6.35922008451668,-1.33557653315311,1.6094379124341
model(Da=5 mm),D,0.119393296640758,5,691.8581,0.587,-2.12533222163686,4.71997552064103,-2.33876458708537,1.6094379124341
model(Da=5 mm),D,0.00845273057821616,5,37.4621,0.449,-4.77326574446224,2.89146293421288,-5.27936138068031,1.6094379124341
model(Da=5 mm),D,0.0591972878728633,5,357.2182,0.611,-2.82687955110001,4.30878500113415,-3.11785054592516,1.6094379124341
model(Da=5 mm),D,0.0478064125845203,5,263.9129,0.559,-3.04059549399476,4.46670146182408,-3.35518747715818,1.6094379124341
model(Da=5 mm),D,0.0825369052104373,5,493.2722,0.605,-2.49450974978228,4.3499639963036,-2.74874551982925,1.6094379124341
model(Da=5 mm),E,0.346305317127134,5,2850.7869,0.833,-1.06043447358498,5.76257696250074,-1.15616884726236,1.6094379124341
model(Da=5 mm),D,0.0154471466099078,5,88.7264,0.581,-4.1703309781377,3.37627271347302,-4.60978715409283,1.6094379124341
model(Da=5 mm),D,0.0281779366900896,5,145.8792,0.524,-3.56921599413867,3.53575813210651,-3.94223384155977,1.6094379124341
model(Da=5 mm),B,0.0043815164458054,5,24.4278,0.564,-5.43036039401075,2.79105728811376,-6.00908152013797,1.6094379124341
model(Da=5 mm),E,0.198159410526552,5,1455.0301,0.743,-1.61868346854026,5.960760003781,-1.77611840054325,1.6094379124341
model(Da=5 mm),D,0.0233412000471822,5,142.3575,0.617,-3.75753523754222,3.53780239222579,-4.1513670990797,1.6094379124341
model(Da=5 mm),D,0.237066296698974,5,2241.7523,0.957,-1.4394154440579,5.87773712698188,-1.57703674934513,1.6094379124341
model(Da=5 mm),D,0.185591447396718,5,1266.5113,0.691,-1.68420754052844,5.41275749924852,-1.84888453093543,1.6094379124341
model(Da=5 mm),D,0.0420663097044764,5,277.9005,0.669,-3.16850810320965,4.26167536841138,-3.49723764770639,1.6094379124341
model(Da=25 mm),D,0.160304827568343,25,645.7698,0.408,-1.83067810398515,5.1178912715777,-2.68932515690478,3.2188758248682
model(Da=25 mm),C,0.0684775517121148,25,218.9283,0.324,-2.68124929965525,4.25541307742785,-3.63390586829775,3.2188758248682
model(Da=25 mm),C,0.135186576398292,25,800.8788,0.6,-2.00109940729743,5.25873013866921,-2.87858230167843,3.2188758248682
model(Da=25 mm),C,0.123476503642838,25,645.3058,0.529,-2.09170439491882,5.54244909628545,-2.97920141986493,3.2188758248682
model(Da=25 mm),C,0.0280976893196487,25,124.5255,0.449,-3.57206793664104,4.35464163027395,-4.62318237581368,3.2188758248682
model(Da=25 mm),D,0.127174141369286,25,709.7761,0.565,-2.06219793986452,5.46514229506134,-2.94643375920612,3.2188758248682
model(Da=25 mm),D,0.0106176031298116,25,44.8874,0.428,-4.54524198263244,3.55343911502147,-5.70391663692105,3.2188758248682
model(Da=25 mm),C,0.0356676866178804,25,159.9609,0.454,-3.33351013683422,4.21430396559761,-4.35825793751037,3.2188758248682
model(Da=25 mm),C,0.0717042963272284,25,299.26,0.422,-2.6352046122899,5.31484887242518,-3.58277208459001,3.2188758248682
model(Da=25 mm),B,0.245760974978751,25,831.8097,0.343,-1.40339586183201,5.52278110579815,-2.21481747746163,3.2188758248682
model(Da=25 mm),C,0.190834837530622,25,951.0927,0.504,-1.65634694999638,5.90481130038183,-2.49572602459118,3.2188758248682
model(Da=25 mm),C,0.00578171299679959,25,22.812,0.399,-5.15305527397734,2.959159987787,-6.37890858827718,3.2188758248682
model(Da=25 mm),D,0.1262102589027,25,598.6506,0.48,-2.06980604134931,5.67817991540351,-2.95488274730898,3.2188758248682
model(Da=25 mm),E,0.141659587653364,25,461.6659,0.33,-1.95432836948001,4.53314496522139,-2.8266418875202,3.2188758248682
model(Da=25 mm),D,0.0190419056979341,25,74.0576,0.394,-3.9611131654503,3.83740997267524,-5.05522688997475,3.2188758248682
model(Da=25 mm),C,0.232646489597704,25,565.856,0.246,-1.45823518957512,4.85854093572201,-2.27571793056373,3.2188758248682
model(Da=25 mm),D,0.227435941543724,25,1229.0116,0.547,-1.48088665587297,5.95657087267667,-2.30087295375125,3.2188758248682
model(Da=25 mm),C,0.0336589944448414,25,113.7865,0.342,-3.39147496455634,3.83277298031368,-4.42262933697024,3.2188758248682
model(Da=25 mm),D,0.0612601899017775,25,254.8205,0.421,-2.79262507765124,5.2592751800838,-3.75759147174512,3.2188758248682
model(Da=25 mm),D,0.116966114315807,25,396.8293,0.343,-2.14587100736513,4.82237574514759,-3.03935480570581,3.2188758248682
model(Da=25 mm),C,0.0512283674789148,25,249.7981,0.494,-2.97146184804444,4.57255962501526,-3.95619420442776,3.2188758248682
model(Da=25 mm),C,0.146708066204356,25,811.8268,0.56,-1.91931061099335,5.77961088510586,-2.78775378574682,3.2188758248682
model(Da=25 mm),D,0.19444831162689,25,805.4681,0.419,-1.63758890123171,5.07782435066528,-2.47489473952454,3.2188758248682
model(Da=25 mm),D,0.0219156376240438,25,99.7853,0.461,-3.82055485020979,4.05158958945105,-4.89913334474544,3.2188758248682
model(Da=25 mm),D,0.0525490533358531,25,174.8904,0.337,-2.94600819636277,4.76627991275355,-3.92792728387436,3.2188758248682
model(Da=25 mm),C,0.854216202055363,25,4608.0391,0.546,-0.157570953234911,6.45026223213939,-0.831297574102293,3.2188758248682
model(Da=25 mm),D,0.0252027143966298,25,107.9177,0.433,-3.68080357611353,4.25568390869106,-4.7439360390103,3.2188758248682
model(Da=25 mm),D,0.101956876169813,25,485.707,0.482,-2.28320533774454,5.58638932452568,-3.19186803463812,3.2188758248682
model(Da=25 mm),D,0.0311392446079737,25,130.539,0.424,-3.46928637080328,3.83879453542435,-4.50904086118053,3.2188758248682
model(Da=25 mm),D,0.427034301878043,25,2046.3773,0.485,-0.850890936712897,5.91937053863316,-1.60124685824265,3.2188758248682
model(Da=25 mm),C,0.0916640551024165,25,473.2617,0.523,-2.38962496018134,5.60109305184917,-3.31004970265043,3.2188758248682
