---
source: R[v4.3.1]::data.table[v1.14.8]::fwrite
creation_time_utc: 2023-09-17 13:06:40
schema:
  fields:
  - name: CL
    type: character
  - name: SC
    type: factor
  - name: PGAs
    type: numeric
  - name: Da
    type: numeric
  - name: kmax
    type: numeric
  - name: kh
    type: numeric
  - name: LnA
    type: numeric
  - name: LnV
    type: numeric
  - name: LnK
    type: numeric
  - name: LnD
    type: numeric
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
CL,SC,PGAs,Da,kmax,kh,LnA,LnV,LnK,LnD
data,D,0.0290323449670397,25,135.2769,0.472,-3.53934472683831,4.37468844327697,-4.29094400184881,3.2188758248682
data,D,0.0999170443361533,45,479.4483,0.486,-2.30341499390503,5.45058057306379,-3.02563172287799,3.80666248977032
data,D,0.0999170443361533,150,309.2532,0.313,-2.30341499390503,5.45058057306379,-3.46410743190765,5.01063529409626
data,D,0.0999170443361533,250,238.7923,0.242,-2.30341499390503,5.45058057306379,-3.72267365429945,5.52146091786225
data,D,0.070697044354894,5,448.0323,0.641,-2.64935151240053,4.95187459572853,-3.09340246271159,1.6094379124341
data,D,0.235647468743278,350,499.8075,0.215,-1.44541836726449,5.96349141915871,-2.98404476645125,5.85793315448346
data,D,0.0927031517029236,15,407.9447,0.445,-2.37835280803549,4.73754270162946,-3.18713616473971,2.70805020110221
data,D,0.0631324942326607,200,106.0373,0.17,-2.76251967791594,4.65501790277888,-4.53447687173503,5.29831736654804
data,C,0.0195527891699792,100,47.9896,0.248,-3.93463733418581,3.58063903402057,-5.3272834699763,4.60517018598809
data,D,0.146967827704633,5,782.3592,0.539,-1.91754157530871,4.63233381381791,-2.53595382062028,1.6094379124341
data,D,0.146967827704633,100,206.4779,0.142,-1.91754157530871,4.63233381381791,-3.86807440585983,4.60517018598809
data,C,0.0382609447341709,300,28.1832,0.075,-3.26332562279786,4.00173083325568,-5.85954173500507,5.7037824746562
data,C,0.0335933279152268,10,168.5375,0.508,-3.39342780568298,4.24625767205365,-4.07110951378172,2.30258509299405
data,C,0.0955591873390517,45,407.9458,0.432,-2.34800946075646,5.10496507940576,-3.18713346829944,3.80666248977032
data,D,0.210553749531516,5,2793.9657,1.343,-1.5580143162615,5.82255668752844,-1.26305052730673,1.6094379124341
data,D,0.210553749531516,10,2085.7212,1.003,-1.5580143162615,5.82255668752844,-1.5553978170378,2.30258509299405
data,D,0.210553749531516,150,521.1685,0.251,-1.5580143162615,5.82255668752844,-2.94219438476967,5.01063529409626
data,D,0.210553749531516,300,289.8248,0.139,-1.5580143162615,5.82255668752844,-3.52899118825728,5.7037824746562
data,D,0.154609036069119,5,856.2257,0.561,-1.86685569648303,4.95348444859114,-2.44573378113023,1.6094379124341
data,D,0.278609439569959,15,1789.2832,0.65,-1.27794433604976,6.14389567574917,-1.70869741903477,2.70805020110221
data,D,0.238830358376432,150,788.2837,0.334,-1.43200177666435,6.0004012980629,-2.52840974029691,5.01063529409626
data,D,0.238830358376432,200,687.3615,0.291,-1.43200177666435,6.0004012980629,-2.66540743604133,5.29831736654804
data,C,0.0387937782961727,10,162.6695,0.424,-3.24949539840228,3.88127697398432,-4.10654725567578,2.30258509299405
data,C,0.0387937782961727,60,82.9321,0.216,-3.24949539840228,3.88127697398432,-4.78024559003822,4.0943445622221
data,C,0.0387937782961727,250,26.792,0.07,-3.24949539840228,3.88127697398432,-5.91016445525001,5.52146091786225
data,C,0.346547270653728,25,2013.2784,0.588,-1.0597360464139,5.99492341339763,-1.59074807362161,3.2188758248682
data,C,0.0748168514458071,400,109.3726,0.148,-2.59271213266629,5.04262081661579,-4.50350738916203,5.99146454710798
data,C,0.086935355440002,75,170.8382,0.199,-2.4425904774388,4.34944848616112,-4.05755088099835,4.31748811353631
data,C,0.086935355440002,300,28.5581,0.033,-2.4425904774388,4.34944848616112,-5.84632718209417,5.7037824746562
data,D,0.0268753049494588,30,76.911,0.29,-3.61654744564208,3.43018332631468,-4.8556188815471,3.40119738166216
data,D,0.0268753049494588,45,60.4828,0.228,-3.61654744564208,3.43018332631468,-5.09590876364598,3.80666248977032
data,C,0.963780366942638,10,6789.9775,0.713,-0.0368918454517004,6.30027546657308,-0.375064883891275,2.30258509299405
data,C,1.5547742361485,125,4326.5244,0.282,0.441330349334133,6.47113875312695,-0.825747971048478,4.8283137373023
data,C,1.5547742361485,300,1975.4416,0.129,0.441330349334133,6.47113875312695,-1.6097205434636,5.7037824746562
data,C,0.345145137494058,10,1299.8896,0.381,-1.06379026202675,5.28383613375864,-2.02823317397538,2.30258509299405
data,D,0.423355860480268,10,2311.1343,0.553,-0.859542175880495,5.90901144853184,-1.45277406878521,2.30258509299405
data,D,0.294589555017806,15,1795.9113,0.617,-1.22217223037574,5.84373330377549,-1.70499993062721,2.70805020110221
data,D,0.106391473567663,5,692.0652,0.658,-2.24062984092789,4.66178418679537,-2.65858761990946,1.6094379124341
data,E,0.264370519831219,75,863.6574,0.331,-1.33040367559008,5.68739831890039,-2.43709162835356,4.31748811353631
data,E,0.264370519831219,100,759.348,0.291,-1.33040367559008,5.68739831890039,-2.56580762040067,4.60517018598809
data,E,0.264370519831219,175,542.5282,0.208,-1.33040367559008,5.68739831890039,-2.90202772511147,5.16478597392351
data,E,0.285002427944584,15,1555.9616,0.553,-1.25525757964597,5.75732610482467,-1.84841876497134,2.70805020110221
data,E,0.285002427944584,125,786.4339,0.279,-1.25525757964597,5.75732610482467,-2.53075911500491,4.8283137373023
data,C,0.0739043250523394,20,267.2935,0.366,-2.60498392699847,4.36471087435789,-3.60992048513925,2.99573227355399
data,D,0.0546025504982029,200,106.3039,0.197,-2.90767468490097,4.53834870775974,-4.5319658174499,5.29831736654804
data,D,0.0415537463160463,250,84.5316,0.206,-3.18076759770078,4.35655932202921,-4.76114236178904,5.52146091786225
data,D,0.365949881305752,20,2026.1864,0.56,-1.00525889128049,5.96317024242663,-1.58435710621672,2.99573227355399
data,D,0.221637089400686,300,190.8961,0.087,-1.50671396717224,5.0710666539367,-3.94653848976316,5.7037824746562
data,D,0.489011395673201,25,2716.0024,0.562,-0.715369485743623,6.06225256011687,-1.29135141841129,3.2188758248682
data,D,0.220390695254725,20,845.4189,0.388,-1.51235342013211,4.99603275518825,-2.45843554657807,2.99573227355399
data,D,0.220390695254725,25,796.6722,0.366,-1.51235342013211,4.99603275518825,-2.51782448890189,3.2188758248682
data,D,0.220390695254725,45,672.8433,0.309,-1.51235342013211,4.99603275518825,-2.6867553262468,3.80666248977032
data,D,0.220390695254725,300,275.308,0.126,-1.51235342013211,4.99603275518825,-3.58037731980743,5.7037824746562
data,D,0.079774653977209,15,376.5161,0.478,-2.5285494443113,4.67621629397189,-3.26730698213205,2.70805020110221
data,D,0.079774653977209,25,324.2904,0.411,-2.5285494443113,4.67621629397189,-3.41662838008696,3.2188758248682
data,C,0.160044553594728,300,314.6418,0.199,-1.83230304254404,5.15274653925685,-3.44683294181092,5.7037824746562
data,D,0.04553425631152,125,184.9764,0.411,-3.08929035033423,4.87716083663849,-3.97803954136859,4.8283137373023
data,D,0.0435997588196238,350,103.301,0.24,-3.13270366030245,4.696741657278,-4.56062073412107,5.85793315448346
data,D,0.20703097734439,60,377.7041,0.185,-1.57488684790635,4.84821089483611,-3.26415670590635,4.0943445622221
data,D,0.0209186416947154,5,102.1788,0.494,-3.86711457044425,3.69550350721168,-4.57154357088943,1.6094379124341
data,D,0.0209186416947154,25,57.5666,0.279,-3.86711457044425,3.69550350721168,-5.14532525233565,3.2188758248682
data,D,0.0806175502748876,20,234.4212,0.294,-2.51803890782663,4.36431948908032,-3.74114829344283,2.99573227355399
data,D,0.288745818918993,200,239.727,0.084,-1.24220849718519,5.24554600047745,-3.71876701484407,5.29831736654804
data,D,0.0229585264054253,45,92.9441,0.41,-3.77406589053883,3.99756067018931,-4.66626955357564,3.80666248977032
data,D,0.0168052989363487,125,36.1722,0.218,-4.08606102942721,3.8194782346086,-5.60997692274041,4.8283137373023
data,D,0.030277639779438,400,26.7921,0.09,-3.49734579996878,4.33125754571791,-5.91016072279953,5.99146454710798
data,C,0.0207946144237735,30,68.5067,0.333,-3.8730612477349,3.57742046249794,-4.97133624003786,3.40119738166216
data,D,0.101107173541292,125,176.4465,0.177,-2.29157420056397,4.33781124312464,-4.02525007646486,4.8283137373023
data,D,0.0325080120217506,150,56.6408,0.176,-3.42626869628226,3.74608238271661,-5.16153821716241,5.01063529409626
data,D,0.0325080120217506,175,50.6757,0.158,-3.42626869628226,3.74608238271661,-5.27282128498174,5.16478597392351
data,D,0.0364503769885774,75,74.5464,0.207,-3.3118034779588,3.76640405042179,-4.88684604043558,4.31748811353631
data,D,0.162852393184716,10,893.8905,0.556,-1.81491105172946,4.87434707290658,-2.40268450629156,2.30258509299405
data,D,0.151827148105729,15,639.0959,0.426,-1.88501258873459,4.82436026385655,-2.73821326937773,2.70805020110221
data,D,0.0472966508826235,45,153.9618,0.329,-3.0513157918553,3.96275314912201,-4.16156327104631,3.80666248977032
data,B,0.0455866306404405,10,226.2655,0.502,-3.08814079315935,4.20279766128096,-3.77655870222117,2.30258509299405
data,B,0.0349895513452243,25,147.4013,0.426,-3.35270579505616,4.11736384284273,-4.2051089914869,3.2188758248682
data,B,0.0349895513452243,100,93.9141,0.272,-3.35270579505616,4.11736384284273,-4.65588725605613,4.60517018598809
data,B,0.0349895513452243,150,76.8473,0.222,-3.35270579505616,4.11736384284273,-4.85644745475121,5.01063529409626
data,D,0.181489513279812,25,538.6706,0.3,-1.70655740501911,4.3533398691716,-2.90916353837544,3.2188758248682
data,D,0.181489513279812,350,48.1445,0.027,-1.70655740501911,4.3533398691716,-5.32406088539802,5.85793315448346
data,D,0.0230520149749031,300,55.2007,0.242,-3.77000209579388,4.40685488363683,-5.18729215637985,5.7037824746562
data,D,0.0121961377471725,15,66.2297,0.55,-4.40663595546496,3.82815482672155,-5.00513878792462,2.70805020110221
data,D,0.0121961377471725,400,13.9265,0.116,-4.40663595546496,3.82815482672155,-6.56447429080175,5.99146454710798
data,D,0.0234134664044207,30,94.2731,0.408,-3.75444393477943,4.13803595952663,-4.65207190160594,3.40119738166216
data,D,0.0583021087855822,20,188.0432,0.326,-2.84211701500057,4.0272182476497,-3.96159606707496,2.99573227355399
data,D,0.0583021087855822,125,72.8533,0.126,-2.84211701500057,4.0272182476497,-4.90981996056797,4.8283137373023
data,D,0.0583021087855822,200,47.8875,0.083,-2.84211701500057,4.0272182476497,-5.32941328071515,5.29831736654804
data,E,0.0451062318657174,175,98.7327,0.222,-3.09873486317858,4.23051728926264,-4.60585159218164,5.16478597392351
data,D,0.161942484151685,30,375.2669,0.235,-1.8205140428907,4.47355619426596,-3.27063028460022,3.40119738166216
data,E,0.0392558488119637,175,55.2683,0.143,-3.2376548315377,3.98709655885659,-5.1860682834664,5.16478597392351
data,C,0.386134526422758,125,149.6552,0.039,-0.951569456185625,4.92006703784882,-4.18993380930216,4.8283137373023
data,C,0.0117020274732732,25,51.3521,0.444,-4.44799316387716,3.55520218929419,-5.25956195939051,3.2188758248682
data,C,0.0117020274732732,350,5.5625,0.048,-4.44799316387716,3.55520218929419,-7.48222014324956,5.85793315448346
data,D,0.0114405084039638,15,55.1181,0.488,-4.47059485311203,3.32894690576095,-5.18878963487736,2.70805020110221
data,D,0.00544333956290301,5,27.8635,0.518,-5.21336251622829,2.71171850464617,-5.8709502021401,1.6094379124341
data,D,0.00544333956290301,175,5.0572,0.094,-5.21336251622829,2.71171850464617,-7.57745482028631,5.16478597392351
data,E,0.167106039177376,125,196.549,0.119,-1.78912670293646,4.83847349578146,-3.91735602665091,4.8283137373023
data,D,0.0390371103084092,45,99.9804,0.259,-3.24324253891629,3.79053276738739,-4.59329362396433,3.80666248977032
data,D,0.244311613406947,60,473.7046,0.196,-1.40931076436593,4.92306055611053,-3.03768387007194,4.0943445622221
data,D,0.244311613406947,150,291.5476,0.121,-1.40931076436593,4.92306055611053,-3.5230645049718,5.01063529409626
data,D,0.244311613406947,250,207.3852,0.086,-1.40931076436593,4.92306055611053,-3.86368985718413,5.52146091786225
data,B,0.0077598115971847,400,4.7358,0.062,-4.85879722379506,3.33732471564873,-7.64311712378164,5.99146454710798
data,D,0.0701839710297532,45,210.6719,0.304,-2.6566353269318,4.34455899706246,-3.84796584379957,3.80666248977032
data,E,0.0145543883094802,25,52.5388,0.365,-4.22986272881125,3.73288151160932,-5.2367158464865,3.2188758248682
data,E,0.0145543883094802,350,9.3891,0.065,-4.22986272881125,3.73288151160932,-6.95871834876069,5.85793315448346
data,E,0.00613467667195523,15,24.2333,0.4,-5.09379790441586,2.70582747166381,-6.01054007038731,2.70805020110221
data,E,0.00613467667195523,250,3.7849,0.062,-5.09379790441586,2.70582747166381,-7.86724832428078,5.52146091786225
data,E,0.0355976270451973,350,92.8656,0.264,-3.33547629937955,4.98381814999261,-4.66711450413172,5.85793315448346
data,E,0.0147757877968451,10,91.4676,0.627,-4.21476539752799,3.95158342612138,-4.68228297952872,2.30258509299405
data,B,0.151912612304334,5,1392.738,0.928,-1.88444984251562,5.44574241446188,-1.9592409179255,1.6094379124341
data,E,0.0642242973369611,60,209.8896,0.331,-2.74537367669281,4.76198595798266,-3.85168611254636,4.0943445622221
data,E,0.0642242973369611,200,142.0283,0.224,-2.74537367669281,4.76198595798266,-4.24224145722277,5.29831736654804
data,D,0.236399972918627,10,1332.0671,0.57,-1.44223010800762,5.87515498713827,-2.003780565535,2.30258509299405
data,D,0.236399972918627,350,463.5837,0.198,-1.44223010800762,5.87515498713827,-3.05928083951479,5.85793315448346
data,D,0.0487845718617448,175,63.0791,0.131,-3.02034116648318,3.97563504805284,-5.05387829634556,5.16478597392351
data,D,0.0401438899167052,15,175.7452,0.443,-3.21528503157224,3.8337525092196,-4.02923257194615,2.70805020110221
data,D,0.0401438899167052,20,162.6598,0.41,-3.21528503157224,3.8337525092196,-4.10660688756263,2.99573227355399
data,D,0.149539015436369,45,499.3492,0.338,-1.90019794738035,5.05725002975917,-2.98496214013676,3.80666248977032
data,D,0.149539015436369,60,454.4622,0.308,-1.90019794738035,5.05725002975917,-3.07915304889989,4.0943445622221
data,D,0.110987292376817,125,296.7855,0.271,-2.19833956731523,4.49931348031381,-3.50525813508955,4.8283137373023
data,D,0.0283062309079991,60,51.6007,0.185,-3.56467332514003,3.35154894660534,-5.25473255245494,4.0943445622221
data,D,0.0948909858294248,45,361.4865,0.386,-2.35502656386902,4.58935177406022,-3.30804309423875,3.80666248977032
data,D,0.0948909858294248,125,260.6575,0.278,-2.35502656386902,4.58935177406022,-3.63506050572347,4.8283137373023
data,D,0.0857764761878835,15,421.5305,0.497,-2.45601048038416,4.42927849919604,-3.15437565530106,2.70805020110221
data,D,0.46860886229929,30,1651.9522,0.357,-0.757986840796859,5.98832781994674,-1.7885547717043,3.40119738166216
data,B,0.153685541900044,60,341.4522,0.225,-1.87284669987554,4.82533078531182,-3.36506009224531,4.0943445622221
data,D,0.0952730086878714,175,73.4074,0.078,-2.35100873311897,4.31731050183587,-4.90224304276449,5.16478597392351
data,C,0.0424795632289055,15,241.2645,0.575,-3.15873218390674,4.36993907320566,-3.71237394870203,2.70805020110221
data,C,0.0424795632289055,20,222.7245,0.531,-3.15873218390674,4.36993907320566,-3.79233220905859,2.99573227355399
data,E,0.0500564867909078,10,251.6257,0.509,-2.99460317540712,4.11967371160825,-3.67032512486829,2.30258509299405
data,D,0.247803954091343,100,520.8274,0.213,-1.39511735312932,5.39474901003003,-2.94284908986436,4.60517018598809
data,D,0.247803954091343,300,156.9397,0.064,-1.39511735312932,5.39474901003003,-4.14240613560297,5.7037824746562
data,D,0.101593022403599,60,315.8742,0.315,-2.28678042332607,4.88747396440454,-3.44292375768417,4.0943445622221
data,D,0.0563661989366082,300,48.7099,0.087,-2.87588560977053,4.13019184559413,-5.31238549589211,5.7037824746562
data,D,0.0776287836466194,100,123.4118,0.161,-2.55581699728682,4.44340886766683,-4.38274105985527,4.60517018598809
data,D,0.0776287836466194,175,83.2142,0.108,-2.55581699728682,4.44340886766683,-4.77684978440082,5.16478597392351
data,C,0.353808944237033,10,1690.6159,0.484,-1.03899821708693,5.38817852164456,-1.76541961134632,2.30258509299405
data,C,0.463780293375578,125,940.6647,0.205,-0.768344344551167,6.02408804168627,-2.35168103771525,4.8283137373023
data,C,0.463780293375578,300,386.3151,0.084,-0.768344344551167,6.02408804168627,-3.24161443304253,5.7037824746562
data,E,0.121976640557418,300,213.3573,0.177,-2.1039257234226,4.74829178701415,-3.83529956561639,5.7037824746562
data,E,0.121976640557418,350,189.9365,0.158,-2.1039257234226,4.74829178701415,-3.95157798496853,5.85793315448346
data,A,0.0341140119054211,30,107.7762,0.32,-3.37804707277421,3.80341574536155,-4.51821093586312,3.40119738166216
data,D,0.232313236263607,75,546.3068,0.238,-1.45966866164862,5.5050876890867,-2.89508706804447,4.31748811353631
data,D,0.232313236263607,100,459.0263,0.2,-1.45966866164862,5.5050876890867,-3.06916028384792,4.60517018598809
data,D,0.232313236263607,300,172.5741,0.075,-1.45966866164862,5.5050876890867,-4.04744108128983,5.7037824746562
data,D,0.232313236263607,400,115.7925,0.05,-1.45966866164862,5.5050876890867,-4.44646799453986,5.99146454710798
data,D,0.134136238956835,100,299.2643,0.226,-2.0088992868963,5.46363260861537,-3.49694066131356,4.60517018598809
data,E,0.0457086968229575,300,43.159,0.096,-3.08546669671548,4.42096210971726,-5.43337682022188,5.7037824746562
data,E,0.0457086968229575,350,36.3947,0.081,-3.08546669671548,4.42096210971726,-5.60384463109617,5.85793315448346
data,E,0.154480495280666,175,515.202,0.338,-1.86768743475188,5.94219454030641,-2.95370873397173,5.16478597392351
data,E,0.154480495280666,200,485.1905,0.318,-1.86768743475188,5.94219454030641,-3.01372619341852,5.29831736654804
data,E,0.154480495280666,350,359.284,0.235,-1.86768743475188,5.94219454030641,-3.31415462864654,5.85793315448346
data,D,0.046189973036513,350,27.8918,0.061,-3.07499253829141,3.91306126588725,-5.8699350519237,5.85793315448346
data,D,0.102864968407267,30,462.2781,0.455,-2.2743381371841,4.82555713349161,-3.06210113270628,3.40119738166216
data,D,0.102864968407267,60,382.5694,0.376,-2.2743381371841,4.82555713349161,-3.25135771602469,4.0943445622221
data,D,0.102864968407267,100,323.0789,0.318,-2.2743381371841,4.82555713349161,-3.42037122490309,4.60517018598809
data,D,0.0382611751507086,300,16.4997,0.044,-3.26331960057741,3.86709228560411,-6.39492559181885,5.7037824746562
data,C,0.0190838609836099,25,77.2565,0.41,-3.95891227580199,3.90315304816224,-4.85113673610901,3.2188758248682
data,D,0.0708721432061853,20,321.8252,0.46,-2.64687782524309,4.24001633322057,-3.42425924974065,2.99573227355399
data,E,0.490258862732577,45,1867.8107,0.386,-0.712821736083209,6.17539835618038,-1.66574551541797,3.80666248977032
data,E,0.0939414835177031,5,698.2553,0.752,-2.36508320632464,5.13525599248846,-2.64968299554085,1.6094379124341
data,C,0.200497335934568,100,109.9173,0.055,-1.60695431943318,4.57929547131616,-4.49853952588833,4.60517018598809
data,D,0.0616597986065262,10,282.2823,0.463,-2.78612312272268,4.06753979503727,-3.55536015670426,2.30258509299405
data,D,0.0616597986065262,15,250.6437,0.411,-2.78612312272268,4.06753979503727,-3.67423538199819,2.70805020110221
data,D,0.0616597986065262,45,170.1326,0.279,-2.78612312272268,4.06753979503727,-4.06168965773356,3.80666248977032
data,D,0.0971435922158014,30,409.1338,0.426,-2.33156506296856,4.53362096601849,-3.18422554883322,3.40119738166216
data,D,0.0411525753204804,20,148.2407,0.365,-3.19046877008756,3.92611700679184,-4.19943048670364,2.99573227355399
data,C,0.0169410894554889,400,25.4131,0.152,-4.07801327922355,4.35655842508725,-5.96300300163823,5.99146454710798
data,C,0.0218257871268013,125,68.8262,0.319,-3.82466311253218,4.55652715856638,-4.96668330434036,4.8283137373023
data,D,0.120081226980895,200,243.4379,0.205,-2.11958687368036,5.095622093993,-3.70340591154598,5.29831736654804
data,D,0.0732508560551528,5,456.8734,0.631,-2.61386534439349,4.91591438401694,-3.07386146229599,1.6094379124341
data,D,0.0732508560551528,175,172.5941,0.238,-2.61386534439349,4.91591438401694,-4.04732519575911,5.16478597392351
data,E,0.100979652512313,45,276.955,0.278,-2.29283624271085,4.36612269616811,-3.57441275262544,3.80666248977032
data,E,0.100979652512313,150,147.4897,0.148,-2.29283624271085,4.36612269616811,-4.20450944790878,5.01063529409626
data,C,0.644786297009724,60,2322.4935,0.365,-0.438836339551324,5.9143206113928,-1.44787111876612,4.0943445622221
data,C,0.644786297009724,250,1424.4525,0.224,-0.438836339551324,5.9143206113928,-1.93672498239325,5.52146091786225
data,D,0.299288899525734,100,838.0775,0.283,-1.2063459529311,5.29308603224118,-2.4671572124358,4.60517018598809
data,D,0.299288899525734,350,435.8893,0.147,-1.2063459529311,5.29308603224118,-3.12087947871328,5.85793315448346
data,C,0.0677453581985741,30,222.0284,0.332,-2.69199933524368,4.13584589270472,-3.79546248912379,3.40119738166216
data,C,0.0677453581985741,150,90.5717,0.135,-2.69199933524368,4.13584589270472,-4.69212598851907,5.01063529409626
data,D,0.132881337362149,15,630.8911,0.481,-2.01829874929255,4.71266267172503,-2.75113452629616,2.70805020110221
data,E,0.0114228694312035,25,46.442,0.412,-4.47213784263764,3.70490676478261,-5.36006356851741,3.2188758248682
data,E,0.0114228694312035,60,35.3852,0.314,-4.47213784263764,3.70490676478261,-5.63197413711766,4.0943445622221
data,E,0.0397140554691377,100,103.189,0.263,-3.22605011190332,4.75174044469479,-4.56170553252277,4.60517018598809
data,E,0.0397140554691377,200,76.5374,0.195,-3.22605011190332,4.75174044469479,-4.86048828048777,5.29831736654804
data,E,0.0397140554691377,350,54.4123,0.139,-3.22605011190332,4.75174044469479,-5.20167755949626,5.85793315448346
data,D,0.121405335830025,175,174.0844,0.145,-2.10862044885124,4.79507091527548,-4.03872755165847,5.16478597392351
data,D,0.121405335830025,400,78.7984,0.066,-2.10862044885124,4.79507091527548,-4.83137509865275,5.99146454710798
data,D,0.0452741974886964,100,52.1532,0.117,-3.09501800063323,3.86556142545669,-5.24408224972034,4.60517018598809
data,C,0.16795599174978,45,819.5404,0.494,-1.78405328776515,5.12327074874295,-2.4895240954205,3.80666248977032
data,D,0.0759117279897526,30,371.8046,0.496,-2.57818408754831,4.41774410518111,-3.27989934328796,3.40119738166216
data,D,0.116063716717869,5,735.7614,0.642,-2.15361595662535,4.72674107746635,-2.59736190935489,1.6094379124341
data,D,0.116063716717869,60,422.1002,0.368,-2.15361595662535,4.72674107746635,-3.1530250641322,4.0943445622221
data,E,0.0483772382195762,150,101.4276,0.212,-3.02872586059759,4.04436842993149,-4.57892254727252,5.01063529409626
data,BC,0.161472866898111,25,328.305,0.206,-1.823418157257,4.63430879088674,-3.40432473637776,3.2188758248682
data,BC,0.161472866898111,60,163.2303,0.102,-1.823418157257,4.63430879088674,-4.10310570368021,4.0943445622221
data,E,0.111173197148246,60,275.63,0.251,-2.19666595905826,4.6268566047483,-3.57920840411577,4.0943445622221
data,C,0.321198520294874,20,1213.4958,0.382,-1.13569590372315,5.66980293775147,-2.09700722664429,2.99573227355399
data,CD,0.222628164188938,200,298.3789,0.136,-1.50225232438432,4.97513752934638,-3.49990363536817,5.29831736654804
data,CD,0.222628164188938,250,245.1192,0.111,-1.50225232438432,4.97513752934638,-3.69652316790258,5.52146091786225
data,BC,0.100946483130491,10,442.9601,0.444,-2.29316477256673,4.26863168018974,-3.10478809247321,2.30258509299405
data,CD,0.602311045465763,300,1596.508,0.268,-0.506981280289785,6.54727370467368,-1.82269376763815,5.7037824746562
data,CD,0.433931998304717,175,1402.9799,0.327,-0.834867443092088,6.433094119295,-1.95191403718541,5.16478597392351
data,CD,0.0988420785774453,25,361.9097,0.371,-2.31423186836365,4.92881278500176,-3.30687305754716,3.2188758248682
data,CD,0.0988420785774453,30,344.4684,0.353,-2.31423186836365,4.92881278500176,-3.35626543163618,3.40119738166216
data,CD,0.0988420785774453,150,205.0574,0.21,-2.31423186836365,4.92881278500176,-3.87497785079619,5.01063529409626
data,CD,0.0988420785774453,250,162.578,0.166,-2.31423186836365,4.92881278500176,-4.10710990413527,5.52146091786225
data,C,0.39557986761745,5,2679.6872,0.686,-0.927402571283234,6.06374927854993,-1.30481244046681,1.6094379124341
data,C,0.537630986534174,45,2568.0909,0.483,-0.620582852791802,6.23309260489739,-1.34734972936227,3.80666248977032
data,C,0.316396878315316,250,556.264,0.178,-1.15075790939737,5.57732192796328,-2.87702478903886,5.52146091786225
data,C,0.316396878315316,400,372.2086,0.119,-1.15075790939737,5.57732192796328,-3.27881334094363,5.99146454710798
data,CD,0.0188356752620654,60,33.5566,0.18,-3.97200258703054,3.21567605136883,-5.68503422535985,4.0943445622221
data,CD,0.216358788684668,10,1024.7533,0.479,-1.53081719060492,5.12769915649839,-2.26606061106502,2.30258509299405
data,CD,0.0844003938551095,75,94.6024,0.113,-2.47218321086138,4.34182076387799,-4.64858494502704,4.31748811353631
data,CD,0.0844003938551095,100,68.0675,0.082,-2.47218321086138,4.34182076387799,-4.97776793085528,4.60517018598809
data,CD,0.261308706688266,15,1147.7075,0.445,-1.34205278635143,5.20322154609268,-2.15274603726789,2.70805020110221
data,D,0.0221787130089652,150,40.6348,0.185,-3.80862232358719,3.7024479887503,-5.49364294841425,5.01063529409626
data,D,0.0722987634129419,15,339.2167,0.475,-2.62694825351912,4.92185195322637,-3.37162865454553,2.70805020110221
data,D,0.0722987634129419,20,319.5425,0.447,-2.62694825351912,4.92185195322637,-3.43137750542646,2.99573227355399
data,C,0.162059856133134,100,207.6379,0.13,-1.81978952968823,4.40623524916669,-3.86247209349228,4.60517018598809
data,CD,0.344368129934265,45,1546.0955,0.454,-1.06604404864813,6.55579843975018,-1.85477979118672,3.80666248977032
data,CD,0.344368129934265,125,1130.1638,0.332,-1.06604404864813,6.55579843975018,-2.16814993378839,4.8283137373023
data,CD,0.344368129934265,350,735.3052,0.216,-1.06604404864813,6.55579843975018,-2.59798213962132,5.85793315448346
data,CD,0.259501074848978,30,1297.7008,0.506,-1.34899443438486,5.91649301231111,-2.02991842852362,3.40119738166216
data,CD,0.259501074848978,150,827.8006,0.323,-1.34899443438486,5.91649301231111,-2.47949548661479,5.01063529409626
data,E,0.05332784501865,200,43.1874,0.082,-2.93129666361191,4.216800955134,-5.43271900470151,5.29831736654804
data,C,0.408006575378215,150,692.8796,0.172,-0.896471988584763,5.7978947024257,-2.65741154401983,5.01063529409626
data,C,0.176861743009402,175,643.2684,0.368,-1.73238696457721,5.77329627212903,-2.73170573524762,5.16478597392351
data,A,0.0667356875354392,60,90.8041,0.138,-2.70701542363754,4.41026891425214,-4.68956335196906,4.0943445622221
data,CD,0.306139938634433,5,2050.2486,0.678,-1.18371296576795,6.24127637868264,-1.57255145766918,1.6094379124341
data,CD,0.306139938634433,15,1655.4929,0.547,-1.18371296576795,6.24127637868264,-1.78641372249833,2.70805020110221
data,CD,0.306139938634433,300,657.2288,0.217,-1.18371296576795,6.24127637868264,-2.71023558326265,5.7037824746562
data,CD,0.349919693915909,10,2645.8034,0.765,-1.05005159677997,6.39685927564063,-1.3175377496589,2.30258509299405
data,CD,0.244674375359147,150,552.556,0.229,-1.40782703261457,5.50895482280088,-2.88371300502026,5.01063529409626
data,CD,0.244674375359147,350,289.5915,0.12,-1.40782703261457,5.50895482280088,-3.52979648148983,5.85793315448346
data,E,0.305839940735532,25,1314.6518,0.435,-1.18469338337005,5.70571984398004,-2.01694067206787,3.2188758248682
data,CD,0.0961848675093691,45,205.4374,0.216,-2.34148323608121,4.76399134538442,-3.87312642608364,3.80666248977032
